,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,total_logins_one_year,total_trades_one_year,referees_avg_logins_in_last_year,referees_avg_trades_in_last_year,target
8267,<=1L,S,CAT,0,Y,27.0,1.29860932563069,1.33146420971455,2.0,1.0,0.0,1.0,0.6666666666666666
8268,1_5L,Business,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8269,<=1L,S,CAT,0,N,25.0,5.14263076344255,132.0,9.0,0.0,0.0,0.0,0.0
8270,5_10L,P,CAT,0,Y,19.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8271,1_5L,B,CAT,0,N,28.0,2.64565957306903,5.86543821328752,1171.0,240.0,0.0,0.0,0.0
8272,<=1L,S,CAT,0,N,19.0,0.805786064372757,132.0,4.0,0.0,0.0,0.0,0.0
8273,<=1L,S,CAT,0,N,30.0,0.477237223534136,1.95570700730793,11.0,1.0,0.0,0.0,0.0
8274,<=1L,O,CAT,0,N,36.0,0.345817687198688,0.641511643953447,5745.0,329.0,1.0,0.0,0.0
8275,<=1L,S,CAT,0,Y,18.0,1.43002886196614,1.33146420971455,3.0,1.0,0.0,0.0,0.0
8276,1_5L,S,CAT,0,N,22.0,0.312962803114826,0.37867257128255,2413.0,38.0,313.5,15.5,1.0
8277,<=1L,S,CAT,0,N,26.0,5.50403448836504,132.0,57.0,0.0,11.0,1.0,1.0
8278,<=1L,S,CAT,0,Y,19.0,4.87979169077166,132.0,3.0,0.0,0.0,0.0,0.0
8279,<=1L,S,Brp,0,N,32.0,0.608656759869584,1.7257228187209,21.0,1.0,2.23255813953488,1.42307692307692,0.8813559322033898
8280,<=1L,P,CAT,0,N,18.0,5.14263076344255,132.0,15.0,0.0,0.0,0.0,0.0
8281,5_10L,S,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8282,<=1L,S,CAT,0,N,23.0,1.7257228187209,1.79143258688862,13.0,1.0,0.0,0.0,0.0
8283,1_5L,S,CAT,0,N,30.0,40.067372544588,132.0,0.0,0.0,0.0,0.0,0.0
8284,5_10L,P,CAT,0,N,20.0,5.83258332920366,132.0,7.0,0.0,0.0,0.0,0.0
8285,5_10L,P,CAT,0,N,27.0,5.274050299778,132.0,15.0,0.0,0.0,0.0,0.0
8286,5_10L,S,CAT,0,N,25.0,4.48553308176531,132.0,1.0,0.0,0.0,0.0,0.0
8287,5_10L,P,CAT,0,N,19.0,6.52253589496476,132.0,24.0,0.0,0.0,0.0,0.0
8288,<=1L,S,CAT,0,Y,20.0,0.411527455366412,0.641511643953447,7.0,1.0,0.0,0.0,0.0
8289,<=1L,S,CAT,0,Y,27.0,0.772931180288895,0.970060484792067,8.0,1.0,1.0,1.0,1.0
8290,<=1L,S,CAT,0,N,37.0,0.312962803114826,1.43002886196614,83.0,2.0,15.5,5.25,0.36363636363636365
8291,<=1L,ST,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8292,5_10L,P,CAT,0,N,22.0,6.292551706377729,132.0,7.0,0.0,20.0,0.0,0.0
8293,5_10L,P,CAT,0,N,32.0,132.0,1.69286793463703,0.0,1.0,0.0,0.0,0.0
8294,<=1L,S,CAT,0,Y,21.0,0.37867257128255,1.26575444154683,93.0,3.0,5.0,3.5,0.6666666666666666
8295,<=1L,ST,CAT,0,Y,20.0,0.37867257128255,2.6785144571529,11.0,1.0,16.5,3.0,0.4
8296,<=1L,ST,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8297,<=1L,S,CAT,0,N,18.0,3.53274144333331,1.7257228187209,25.0,1.0,0.0,0.0,0.0
8298,5_10L,S,CAT,0,Y,19.0,1.56144839830159,2.02141677547565,19.0,2.0,0.0,0.0,0.0
8299,<=1L,S,CAT,0,Y,19.0,0.37867257128255,132.0,15.0,0.0,0.0,0.0,0.0
8300,<=1L,S,CAT,0,N,20.0,0.312962803114826,1.06862513704365,50.0,1.0,11.0,1.0,0.5
8301,5_10L,P,CAT,0,Y,23.0,5.37261495202959,1.56144839830159,5.0,1.0,1.5,0.0,0.0
8302,<=1L,S,CAT,0,Y,19.0,0.772931180288895,132.0,44.0,0.0,0.0,0.0,0.0
8303,5_10L,P,CAT,0,N,22.0,6.71966519946793,132.0,10.0,0.0,0.0,0.0,0.0
8304,<=1L,S,CAT,0,N,18.0,0.608656759869584,0.641511643953447,4.0,1.0,2.33333333333333,0.666666666666667,0.6666666666666666
8305,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8306,<=1L,S,CAT,0,Y,19.0,0.641511643953447,0.871495832540481,3.0,1.0,0.0,0.0,0.0
8307,<=1L,S,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8308,5_10L,Gov. Service,CAT,0,N,37.0,0.312962803114826,0.345817687198688,154.0,9.0,12.0,1.0,1.0
8309,1_5L,B,CAT,0,N,32.0,132.0,1.23289955746296,0.0,1.0,0.0,0.0,0.0
8310,<=1L,S,CAT,0,N,26.0,0.312962803114826,0.37867257128255,1145.0,29.0,0.0,0.0,0.0
8311,<=1L,S,CAT,0,N,42.0,0.411527455366412,1.79143258688862,21.0,1.0,10.1666666666667,1.0,0.2857142857142857
8312,5_10L,P,CAT,0,N,46.0,5.96400286553911,1.75857770280476,7.0,1.0,1.0,0.0,0.0
8313,<=1L,P,CAT,0,Y,25.0,1.52859351421772,132.0,11.0,0.0,0.0,1.0,0.25
8314,<=1L,S,CAT,0,Y,19.0,0.444382339450274,0.641511643953447,10.0,2.0,0.0,0.0,0.0
8315,5_10L,P,CAT,0,Y,24.0,0.54294699170186,1.75857770280476,6.0,1.0,0.0,0.0,0.0
8316,<=1L,ST,CAT,0,N,21.0,17.660341599394,132.0,0.0,0.0,0.0,0.0,0.0
8317,<=1L,S,CAT,0,N,18.0,0.477237223534136,0.641511643953447,14.0,2.0,3.0,2.0,1.0
8318,5_10L,P,CAT,0,N,19.0,132.0,2.6785144571529,0.0,1.0,0.0,0.0,0.0
8319,5_10L,P,CAT,0,N,32.0,4.51838796584917,2.6785144571529,30.0,1.0,0.0,0.0,0.0
8320,<=1L,S,CAT,0,Y,19.0,4.55124284993304,132.0,5.0,0.0,0.0,0.0,0.0
8321,<=1L,S,CAT,0,Y,19.0,0.37867257128255,1.26575444154683,69.0,1.0,11.5,4.0,0.4
8322,<=1L,S,CAT,0,N,21.0,0.312962803114826,2.44853026856586,105.0,1.0,0.0,0.0,0.0
8323,<=1L,P,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8324,5_10L,P,CAT,0,Y,24.0,132.0,132.0,0.0,0.0,8.0,0.0,0.0
8325,<=1L,O,CAT,0,N,20.0,5.5368893724489,132.0,4.0,0.0,0.0,0.0,0.0
8326,5_10L,P,CAT,0,Y,21.0,132.0,1.7257228187209,0.0,1.0,0.0,0.0,0.0
8327,5_10L,P,CAT,0,N,39.0,5.56974425653276,3.59845121150103,1.0,1.0,19.0,0.5,0.2
8328,5_10L,S,CAT,1,N,24.0,0.312962803114826,0.345817687198688,222.0,6.0,21.0,1.5,1.0
8329,5_10L,P,CAT,0,N,24.0,4.68266238626848,132.0,110.0,0.0,0.0,0.0,0.0
8330,5_10L,S,CAT,0,Y,20.0,0.411527455366412,0.641511643953447,12.0,3.0,0.0,0.0,0.0
8331,<=1L,S,CAT,0,Y,21.0,0.575801875785722,0.772931180288895,24.0,1.0,0.0,1.0,0.5
8332,<=1L,O,CAT,0,N,34.0,0.312962803114826,1.46288374605,7367.0,27.0,8.0,1.0,0.5
8333,5_10L,P,CAT,0,Y,31.0,0.312962803114826,0.312962803114826,1936.0,2191.0,1024.0,72.0,0.3333333333333333
8334,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8335,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8336,<=1L,S,CAT,0,N,20.0,0.345817687198688,0.37867257128255,14.0,1.0,0.0,0.0,0.0
8337,5_10L,P,CAT,0,N,26.0,7.80387637423538,132.0,90.0,0.0,0.0,0.0,0.0
8338,5_10L,P,CAT,0,N,25.0,6.58824566313249,132.0,14.0,0.0,0.0,0.0,0.0
8339,5_10L,S,CAT,0,N,18.0,1.06862513704365,1.26575444154683,5.0,1.0,0.0,0.0,0.0
8340,<=1L,S,CAT,0,N,22.0,0.345817687198688,0.411527455366412,8.0,1.0,0.0,0.0,0.0
8341,5_10L,P,CAT,0,Y,31.0,5.89829309737138,1.79143258688862,12.0,1.0,0.0,0.0,0.0
8342,<=1L,S,CAT,0,Y,19.0,0.411527455366412,0.411527455366412,3.0,2.0,0.0,0.0,0.0
8343,<=1L,S,CAT,0,Y,32.0,0.312962803114826,1.29860932563069,28.0,2.0,15.0,1.33333333333333,1.0
8344,1_5L,S,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8345,<=1L,S,CAT,0,Y,22.0,0.805786064372757,0.805786064372757,27.0,3.0,11.7142857142857,2.75,0.8
8346,5_10L,P,CAT,0,Y,27.0,0.37867257128255,0.641511643953447,1679.0,106.0,529.0,7.0,0.014285714285714285
8347,<=1L,S,CAT,0,Y,20.0,0.477237223534136,1.88999723914021,85.0,1.0,0.0,0.0,0.0
8348,<=1L,S,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8349,<=1L,S,CAT,0,N,30.0,132.0,132.0,1.0,0.0,0.0,0.0,0.0
8350,1_5L,B,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8351,5_10L,P,CAT,0,Y,28.0,5.86543821328752,132.0,8.0,0.0,0.0,0.0,0.0
8352,<=1L,S,CAT,0,N,21.0,0.772931180288895,0.740076296205033,9.0,1.0,0.0,0.0,0.0
8353,<=1L,S,CAT,0,N,19.0,0.772931180288895,2.21854607997883,38.0,1.0,18.0,1.0,0.125
8354,<=1L,S,CAT,0,N,23.0,0.312962803114826,1.69286793463703,71.0,7.0,10.0,4.0,0.2
8355,5_10L,P,CAT,0,N,19.0,1.03577025295979,1.75857770280476,49.0,1.0,14.0,1.0,1.0
8356,5_10L,P,CAT,0,Y,55.0,0.54294699170186,1.03577025295979,486.0,126.0,0.0,0.0,0.0
8357,<=1L,P,CAT,0,N,22.0,5.73401867695207,132.0,1.0,0.0,2.0,3.0,0.5
8358,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8359,<=1L,P,CAT,0,N,19.0,5.93114798145524,132.0,26.0,0.0,0.0,0.0,0.0
8360,5_10L,P,CAT,0,Y,20.0,5.20834053161028,132.0,4.0,0.0,0.0,0.0,0.0
8361,<=1L,S,CAT,0,N,21.0,132.0,1.10148002112752,0.0,1.0,0.0,0.0,0.0
8362,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8363,1_5L,S,CAT,0,N,29.0,9.15092662167373,132.0,10.0,0.0,0.0,0.0,0.0
8364,5_10L,P,CAT,0,N,18.0,5.43832472019731,2.6785144571529,3.0,1.0,1.33333333333333,0.0,0.0
8365,5_10L,S,CAT,0,N,22.0,4.18983912501055,4.18983912501055,5.0,1.0,0.0,0.0,0.0
8366,5_10L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8367,5_10L,S,CAT,0,N,18.0,0.37867257128255,1.33146420971455,19.0,2.0,0.0,0.0,0.0
8368,<=1L,S,CAT,0,Y,21.0,1.69286793463703,2.02141677547565,15.0,3.0,0.0,0.0,0.0
8369,<=1L,S,CAT,0,N,19.0,0.510092107617998,2.61280468898517,114.0,1.0,0.0,0.0,0.0
8370,5_10L,P,CAT,1,N,23.0,4.81408192260393,5.7997284451198,8.0,1.0,7.0,1.0,0.5
8371,<=1L,P,CAT,0,N,54.0,6.32540659046159,132.0,9.0,0.0,0.0,0.0,0.0
8372,<=1L,S,CAT,0,N,20.0,0.510092107617998,2.90849864573993,67.0,5.0,0.0,0.0,0.0
8373,<=1L,S,CAT,0,N,22.0,2.80993399348834,0.37867257128255,62.0,1.0,0.0,0.0,0.0
8374,5_10L,P,Franchisee,0,Y,23.0,2.415675384482,132.0,12.0,0.0,0.0,0.0,0.0
8375,<=1L,S,CAT,0,N,18.0,0.871495832540481,1.00291536887593,28.0,4.0,0.0,0.0,0.0
8376,1_5L,S,CAT,0,N,42.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8377,5_10L,P,CAT,0,Y,21.0,2.54709492081745,3.17133771841083,84.0,1.0,13.0,0.0,0.0
8378,5_10L,P,CAT,0,N,21.0,1.88999723914021,132.0,13.0,0.0,0.0,0.0,0.0
8379,1_5L,O,CAT,0,N,24.0,0.312962803114826,0.37867257128255,949.0,142.0,0.0,0.0,0.0
8380,<=1L,S,CAT,0,Y,19.0,0.345817687198688,0.641511643953447,28.0,1.0,3.0,1.0,1.0
8381,<=1L,S,CAT,0,Y,21.0,0.312962803114826,2.25140096406269,109.0,3.0,4.0,1.25,0.3333333333333333
8382,<=1L,S,CAT,0,Y,20.0,0.510092107617998,1.00291536887593,47.0,1.0,4.5,1.0,1.0
8383,<=1L,S,CAT,0,Y,57.0,0.312962803114826,1.06862513704365,13.0,1.0,28.0,1.0,1.0
8384,<=1L,O,CAT,0,N,33.0,0.805786064372757,0.805786064372757,216.0,2.0,555.5,10.0,0.3333333333333333
8385,5_10L,S,CAT,0,N,30.0,0.772931180288895,0.838640948456619,3.0,3.0,3.0,4.0,0.7142857142857143
8386,<=1L,P,CAT,0,N,29.0,33.9235092209057,1.92285212322407,0.0,1.0,0.0,0.0,0.0
8387,5_10L,P,CAT,0,Y,20.0,3.56559632741717,3.59845121150103,30.0,1.0,14.0,0.5,0.5
8388,<=1L,S,CAT,0,N,20.0,0.772931180288895,1.75857770280476,28.0,1.0,2.0,1.0,0.75
8389,5_10L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,2.3,2.85,0.8695652173913043
8390,<=1L,S,CAT,0,N,18.0,0.641511643953447,0.871495832540481,19.0,1.0,4.0,1.0,1.0
8391,5_10L,P,CAT,0,Y,25.0,6.35826147454545,132.0,7.0,0.0,0.0,0.0,0.0
8392,5_10L,P,CAT,0,Y,65.0,0.312962803114826,1.49573863013386,429.0,178.0,0.0,0.0,0.0
8393,<=1L,P,CAT,0,N,29.0,2.90849864573993,132.0,134.0,0.0,0.0,0.0,0.0
8394,10_25L,Private Sector,Franchisee,0,N,46.0,1.79143258688862,2.87564376165607,297.0,19.0,0.0,0.0,0.0
8395,<=1L,S,CAT,0,N,18.0,0.312962803114826,0.411527455366412,11.0,1.0,5.0,1.0,0.3333333333333333
8396,5_10L,P,CAT,0,Y,27.0,1.2000446733791,132.0,31.0,0.0,275.0,0.0,0.0
8397,5_10L,P,CAT,0,Y,19.0,3.40132190699786,1.69286793463703,10.0,1.0,0.0,0.0,0.0
8398,<=1L,P,CAT,0,N,23.0,132.0,0.838640948456619,0.0,1.0,0.0,0.0,0.0
8399,5_10L,S,CAT,0,N,26.0,0.970060484792067,132.0,4.0,0.0,0.0,1.0,1.0
8400,5_10L,P,CAT,0,Y,19.0,0.477237223534136,132.0,46.0,0.0,0.0,0.0,0.0
8401,<=1L,P,CAT,0,N,23.0,7.37676288114518,132.0,13.0,0.0,0.0,1.0,1.0
8402,<=1L,S,CAT,0,Y,25.0,0.345817687198688,1.03577025295979,15.0,3.0,10.4,2.6,1.0
8403,<=1L,S,CAT,0,N,24.0,0.575801875785722,1.03577025295979,16.0,1.0,0.0,0.0,0.0
8404,5_10L,S,Franchisee,1,N,33.0,0.411527455366412,0.608656759869584,236.0,78.0,37.0,0.0,0.0
8405,<=1L,S,CAT,0,Y,21.0,2.44853026856586,132.0,19.0,0.0,0.0,0.0,0.0
8406,<=1L,S,CAT,0,N,19.0,3.99270982050738,132.0,6.0,0.0,0.0,0.0,0.0
8407,5_10L,P,CAT,0,Y,31.0,0.970060484792067,3.17133771841083,27.0,1.0,1152.0,514.0,1.0
8408,5_10L,P,CAT,0,Y,34.0,0.411527455366412,1.23289955746296,124.0,1.0,0.0,0.0,0.0
8409,5_10L,S,CAT,0,N,24.0,3.17133771841083,3.79558051600421,70.0,1.0,0.0,0.0,0.0
8410,<=1L,S,CAT,0,Y,19.0,2.1528363118111,2.1528363118111,6.0,1.0,0.0,0.0,0.0
8411,5_10L,S,CAT,0,N,26.0,0.312962803114826,0.575801875785722,583.0,160.0,0.0,0.0,0.0
8412,5_10L,S,CAT,0,N,23.0,0.312962803114826,0.312962803114826,1475.0,487.0,35.0,8.0,0.5
8413,5_10L,P,CAT,1,N,21.0,0.312962803114826,0.740076296205033,153.0,1.0,0.0,0.0,0.0
8414,<=1L,S,CAT,0,N,24.0,0.674366528037309,1.88999723914021,44.0,2.0,3.0,1.0,0.6666666666666666
8415,<=1L,S,CAT,0,N,31.0,1.7257228187209,2.61280468898517,16.0,2.0,0.0,0.0,0.0
8416,5_10L,P,CAT,0,N,22.0,1.98856189139179,1.92285212322407,55.0,1.0,0.0,0.0,0.0
8417,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8418,<=1L,S,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8419,<=1L,S,CAT,0,N,19.0,0.444382339450274,0.575801875785722,5.0,1.0,0.0,1.0,1.0
8420,5_10L,S,CAT,0,N,19.0,0.904350716624343,1.03577025295979,12.0,2.0,0.0,1.0,1.0
8421,5_10L,P,CAT,0,N,29.0,0.312962803114826,0.641511643953447,1283.0,465.0,62.0,4.0,0.5
8422,<=1L,S,CAT,0,Y,32.0,0.411527455366412,132.0,65.0,0.0,41.0,0.0,0.0
8423,5_10L,P,CAT,0,N,23.0,5.40546983611345,132.0,2.0,0.0,5.0,0.0,0.0
8424,5_10L,S,CAT,0,Y,22.0,1.00291536887593,1.03577025295979,21.0,1.0,7.0,1.0,1.0
8425,<=1L,S,CAT,0,Y,20.0,0.937205600708205,3.40132190699786,29.0,2.0,0.0,0.0,0.0
8426,<=1L,S,CAT,0,N,35.0,18.3502941651551,132.0,0.0,0.0,0.0,0.0,0.0
8427,<=1L,S,CAT,0,N,33.0,132.0,0.37867257128255,0.0,1.0,0.0,0.0,0.0
8428,5_10L,S,CAT,0,N,35.0,0.312962803114826,0.37867257128255,1619.0,183.0,0.0,0.0,0.0
8429,1_5L,S,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8430,1_5L,B,Premia,0,N,42.0,0.312962803114826,0.312962803114826,1089.0,2917.0,0.0,0.0,0.0
8431,<=1L,S,CAT,0,N,47.0,0.312962803114826,0.312962803114826,202.0,12.0,1.0,1.0,1.0
8432,<=1L,S,CAT,0,Y,22.0,0.411527455366412,1.95570700730793,24.0,3.0,15.0,1.0,0.5
8433,1_5L,S,CAT,0,N,34.0,0.411527455366412,12.0421564210536,276.0,0.0,2.0,2.0,1.0
8434,<=1L,S,CAT,0,N,30.0,2.25140096406269,2.25140096406269,4.0,1.0,1.0,1.0,0.5
8435,<=1L,S,CAT,0,N,29.0,18.1203099765681,132.0,0.0,0.0,0.0,0.0,0.0
8436,<=1L,S,CAT,0,Y,20.0,1.10148002112752,1.88999723914021,28.0,4.0,0.0,0.0,0.0
8437,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8438,<=1L,S,CAT,0,Y,35.0,0.312962803114826,0.54294699170186,70.0,27.0,13.5,2.5,1.0
8439,5_10L,P,CAT,0,Y,20.0,6.94964938805497,132.0,9.0,0.0,5.0,0.666666666666667,0.6666666666666666
8440,>25L,Private Sector,CAT,0,N,46.0,0.345817687198688,1.92285212322407,938.0,66.0,0.0,0.0,0.0
8441,<=1L,S,CAT,0,Y,33.0,0.411527455366412,1.33146420971455,17.0,2.0,0.0,0.0,1.0
8442,5_10L,S,Franchisee,1,N,45.0,3.23704748657855,132.0,45.0,0.0,0.0,0.0,0.0
8443,1_5L,O,CAT,0,N,45.0,0.345817687198688,4.41982331359759,526.0,4.0,0.0,0.0,0.0
8444,5_10L,P,CAT,0,Y,45.0,6.91679450397111,132.0,2.0,0.0,0.0,0.0,0.0
8445,<=1L,ST,CAT,0,N,26.0,10.2351377964412,132.0,9.0,0.0,0.0,0.0,0.0
8446,1_5L,ST,CAT,0,Y,24.0,1.92285212322407,2.6785144571529,39.0,2.0,0.0,0.0,0.0
8447,5_10L,S,CAT,0,Y,33.0,4.35411354542986,4.94550145893938,8.0,2.0,0.0,1.0,1.0
8448,1_5L,S,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8449,1_5L,S,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8450,5_10L,S,CAT,0,N,29.0,0.312962803114826,0.312962803114826,3.0,2.0,0.0,1.0,1.0
8451,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8452,<=1L,S,CAT,0,N,24.0,4.55124284993304,132.0,9.0,0.0,0.0,0.0,0.0
8453,<=1L,P,CAT,0,N,22.0,132.0,2.6785144571529,0.0,1.0,0.0,0.0,0.0
8454,1_5L,S,CAT,0,N,30.0,0.312962803114826,2.80993399348834,3396.0,598.0,0.0,0.0,0.0
8455,5_10L,P,CAT,0,Y,25.0,5.40546983611345,132.0,42.0,0.0,0.0,0.0,0.0
8456,1_5L,S,CAT,0,N,21.0,5.83258332920366,132.0,44.0,0.0,8.0,0.0,0.0
8457,5_10L,P,CAT,0,N,26.0,1.46288374605,1.95570700730793,23.0,1.0,1472.0,301.0,1.0
8458,5_10L,P,CAT,0,Y,20.0,1.13433490521138,3.40132190699786,17.0,1.0,0.0,0.0,0.0
8459,<=1L,P,CAT,0,N,36.0,7.47532753339676,132.0,8.0,0.0,0.0,0.0,0.0
8460,<=1L,P,CAT,0,N,19.0,0.312962803114826,0.37867257128255,178.0,1.0,0.0,0.0,0.0
8461,5_10L,S,CAT,0,Y,21.0,3.30275725474628,3.79558051600421,18.0,1.0,1.0,0.0,0.0
8462,<=1L,S,CAT,0,N,24.0,0.312962803114826,0.641511643953447,46.0,2.0,0.0,0.0,0.0
8463,5_10L,B,CAT,1,N,25.0,0.345817687198688,2.6785144571529,83.0,1.0,9.0,0.5,0.3333333333333333
8464,1_5L,S,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8465,5_10L,P,Franchisee,0,Y,19.0,5.86543821328752,132.0,36.0,0.0,0.0,0.0,0.0
8466,5_10L,P,CAT,0,Y,27.0,4.81408192260393,132.0,3.0,0.0,0.0,0.0,0.0
8467,<=1L,P,Franchisee,0,N,28.0,0.970060484792067,2.38282050039814,181.0,1.0,0.0,0.0,0.0
8468,5_10L,S,CAT,1,N,29.0,0.772931180288895,0.608656759869584,2.0,1.0,0.0,0.0,0.0
8469,5_10L,S,CAT,0,N,24.0,2.25140096406269,132.0,30.0,0.0,0.0,0.0,0.0
8470,<=1L,P,Franchisee,0,N,22.0,4.51838796584917,1.98856189139179,6.0,1.0,0.0,0.0,0.0
8471,<=1L,S,CAT,0,Y,26.0,0.312962803114826,0.37867257128255,27.0,3.0,1.5,1.0,0.15384615384615385
8472,5_10L,P,CAT,0,N,22.0,0.312962803114826,2.02141677547565,70.0,3.0,17.0,4.0,1.0
8473,<=1L,S,CAT,0,N,24.0,0.312962803114826,2.25140096406269,975.0,92.0,0.0,0.0,0.0
8474,<=1L,S,CAT,0,N,18.0,0.312962803114826,0.838640948456619,53.0,3.0,30.0,5.0,0.5
8475,1_5L,S,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8476,5_10L,P,CAT,0,N,19.0,3.23704748657855,3.79558051600421,41.0,1.0,16.0,6.0,0.25
8477,5_10L,P,CAT,0,Y,62.0,3.43417679108172,1.75857770280476,9.0,1.0,0.0,0.0,0.0
8478,5_10L,S,CAT,0,N,26.0,1.56144839830159,132.0,89.0,0.0,0.0,0.0,0.0
8479,5_10L,S,CAT,0,N,35.0,2.61280468898517,132.0,1.0,0.0,0.0,0.0,0.0
8480,<=1L,S,CAT,0,Y,21.0,0.411527455366412,0.608656759869584,17.0,3.0,0.0,0.0,0.0
8481,<=1L,S,CAT,0,N,27.0,0.312962803114826,0.805786064372757,1596.0,35.0,0.0,0.0,0.0
8482,<=1L,S,CAT,0,N,48.0,0.641511643953447,1.23289955746296,7.0,1.0,0.0,0.0,0.0
8483,<=1L,S,CAT,0,Y,24.0,1.69286793463703,1.92285212322407,4.0,1.0,0.0,0.0,0.0
8484,<=1L,S,CAT,0,N,19.0,4.12412935684283,3.79558051600421,7.0,1.0,4.0,0.0,0.0
8485,5_10L,P,CAT,0,Y,31.0,5.24119541569414,132.0,21.0,0.0,1.0,0.0,0.0
8486,<=1L,S,CAT,0,Y,22.0,3.99270982050738,3.79558051600421,78.0,1.0,33.0,5.0,1.0
8487,<=1L,P,CAT,0,N,19.0,3.8612902841719294,132.0,85.0,0.0,2.5,0.142857142857143,0.08333333333333333
8488,<=1L,P,CAT,0,N,19.0,1.92285212322407,3.79558051600421,32.0,1.0,0.0,0.0,0.0
8489,<=1L,S,CAT,0,N,19.0,0.345817687198688,2.44853026856586,11.0,1.0,0.0,0.0,0.0
8490,<=1L,S,Brp,0,Y,23.0,0.444382339450274,2.48138515264972,23.0,1.0,0.0,0.0,0.0
8491,<=1L,S,CAT,0,Y,21.0,0.674366528037309,1.52859351421772,14.0,1.0,0.0,0.0,0.0
8492,<=1L,S,CAT,0,N,19.0,1.52859351421772,1.52859351421772,4.0,1.0,0.0,0.0,0.0
8493,<=1L,S,CAT,0,Y,26.0,0.674366528037309,1.56144839830159,8.0,2.0,0.0,0.0,0.0
8494,5_10L,S,CAT,0,N,19.0,0.312962803114826,0.312962803114826,14.0,3.0,0.0,0.0,0.0
8495,1_5L,S,CAT,0,N,26.0,132.0,1.00291536887593,0.0,1.0,0.0,0.0,0.0
8496,<=1L,S,CAT,0,Y,19.0,0.312962803114826,2.1528363118111,162.0,6.0,10.0,4.0,0.5
8497,<=1L,S,CAT,0,N,18.0,0.970060484792067,1.06862513704365,15.0,3.0,2.0,4.0,0.5
8498,<=1L,P,CAT,0,N,27.0,3.79558051600421,132.0,137.0,0.0,0.0,0.0,0.0
8499,<=1L,S,CAT,0,N,20.0,4.02556470459124,3.79558051600421,7.0,1.0,0.0,0.0,0.0
8500,<=1L,S,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8501,<=1L,S,CAT,0,Y,19.0,0.411527455366412,0.641511643953447,18.0,2.0,0.0,0.0,0.0
8502,5_10L,S,CAT,0,N,20.0,0.312962803114826,0.37867257128255,5.0,1.0,0.0,0.0,0.0
8503,<=1L,S,CAT,0,N,19.0,0.37867257128255,0.575801875785722,19.0,3.0,2.0,1.0,0.5
8504,<=1L,S,CAT,0,Y,29.0,0.904350716624343,1.49573863013386,39.0,3.0,0.0,0.0,0.0
8505,<=1L,S,CAT,0,N,21.0,0.312962803114826,1.98856189139179,64.0,1.0,5.0,2.0,0.5
8506,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
8507,<=1L,S,CAT,0,N,18.0,1.39717397788227,1.75857770280476,8.0,1.0,0.0,1.0,1.0
8508,<=1L,S,CAT,0,N,57.0,1.98856189139179,0.838640948456619,2.0,1.0,1.0,1.0,1.0
8509,<=1L,S,CAT,0,Y,20.0,0.411527455366412,0.411527455366412,11.0,1.0,0.0,0.0,0.0
8510,5_10L,P,CAT,0,N,22.0,132.0,2.415675384482,0.0,1.0,0.0,0.0,0.0
